schoolid,schoolname,calendaryear,firsttimebaryear,gradtotal,graddidnottake,gradnoinfo,prioryrfirsttimetaker,totalfirsttimetakers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,ultimatebaryear,ultimatecohorttotal,ultimatedidnottake,ultimatenoinfo,ultimatetakers,ultimatepassers,ultimateschoolpasspct
00232300,University of Detroit Mercy,2012,2011,,,,,177,0.8079,0.6713,0.8217,-0.1504,,,,,,,
00232300,University of Detroit Mercy,2013,2012,,,,,149,0.8188,0.5246,0.6432,-0.1186,,,,,,,
00232300,University of Detroit Mercy,2014,2013,,,,,153,0.9739,0.6106,0.7086,-0.098,,,,,,,
00232300,University of Detroit Mercy,2015,2014,,,,,121,1,0.6778,0.6952,-0.0174,,,,,,,
00232300,University of Detroit Mercy,2016,2015,,,,,119,0.8235,0.6429,0.7177,-0.0748,,,,,,,
00232300,University of Detroit Mercy,2017,2016,143,69,0,30,104,,0.6154,0.7533,-0.1379,,,,,,,
00232300,University of Detroit Mercy,2018,2017,157,85,0,30,102,,0.7353,0.7608,-0.0255,2015,150,37,0,113,91,0.8053
00232503,University of Michigan,2009,2008,,,,,406,0.9901,0.9205,0.8688,0.0517,,,,,,,
00232503,University of Michigan,2010,2009,,,,,390,0.8205,0.9437,0.8459,0.0978,,,,,,,
00232503,University of Michigan,2011,2010,,,,,369,0.7534,0.9354,0.8292,0.1062,,,,,,,
00232503,University of Michigan,2012,2011,,,,,356,0.809,0.9446,0.8306,0.114,,,,,,,
00232503,University of Michigan,2013,2012,,,,,377,0.8355,0.9206,0.7803,0.1403,,,,,,,
00232503,University of Michigan,2014,2013,,,,,383,0.7728,0.9358,0.8082,0.1276,,,,,,,
00232503,University of Michigan,2015,2014,,,,,353,0.8272,0.9315,0.7633,0.1682,,,,,,,
00232503,University of Michigan,2016,2015,,,,,337,0.7478,0.9366,0.7412,0.1954,,,,,,,
00232503,University of Michigan,2017,2016,310,79,0,106,337,,0.9555,0.7488,0.2067,,,,,,,
00232503,University of Michigan,2018,2017,328,76,4,71,319,,0.9342,0.7749,0.1593,2015,357,9,0,348,342,0.9828
00232902,Wayne State University,2009,2008,,,,,198,0.9848,0.959,0.8213,0.1377,,,,,,,
00232902,Wayne State University,2010,2009,,,,,161,1,0.8944,0.8687,0.0257,,,,,,,
00232902,Wayne State University,2011,2010,,,,,136,0.9265,0.9048,0.8483,0.0565,,,,,,,
00232902,Wayne State University,2012,2011,,,,,197,0.8579,0.7929,0.8217,-0.0288,,,,,,,
00232902,Wayne State University,2013,2012,,,,,161,0.913,0.7143,0.6432,0.0711,,,,,,,
00232902,Wayne State University,2014,2013,,,,,160,0.925,0.7838,0.6916,0.0922,,,,,,,
00232902,Wayne State University,2015,2014,,,,,166,0.9096,0.8278,0.6881,0.1397,,,,,,,
00232902,Wayne State University,2016,2015,,,,,138,0.9783,0.8074,0.7177,0.0897,,,,,,,
00232902,Wayne State University,2017,2016,137,27,0,19,129,,0.7597,0.7501,0.0096,,,,,,,
00232902,Wayne State University,2018,2017,113,21,0,18,110,,0.7727,0.7525,0.0202,2015,129,4,0,125,120,0.96
00234500,University of St. Thomas (Minnesota),2009,2008,,,,,142,0.8944,0.8976,0.9115,-0.0139,,,,,,,
00234500,University of St. Thomas (Minnesota),2010,2009,,,,,141,0.7801,0.9091,0.8958,0.0133,,,,,,,
00234500,University of St. Thomas (Minnesota),2011,2010,,,,,153,0.8627,0.9016,0.9108,-0.0092,,,,,,,
00234500,University of St. Thomas (Minnesota),2012,2011,,,,,133,0.812,0.9074,0.9204,-0.013,,,,,,,
00234500,University of St. Thomas (Minnesota),2013,2012,,,,,170,0.7706,0.8855,0.9066,-0.0211,,,,,,,
00234500,University of St. Thomas (Minnesota),2014,2013,,,,,152,0.75,0.8772,0.903,-0.0258,,,,,,,
00234500,University of St. Thomas (Minnesota),2015,2014,,,,,144,0.9028,0.8001,0.8361,-0.036,,,,,,,
00234500,University of St. Thomas (Minnesota),2016,2015,,,,,145,0.8966,0.8154,0.8107,0.0047,,,,,,,
00234500,University of St. Thomas (Minnesota),2017,2016,106,4,0,5,107,,0.6729,0.7845,-0.1116,,,,,,,
00234500,University of St. Thomas (Minnesota),2018,2017,122,3,0,8,127,,0.811,0.798,0.013,2015,138,3,0,135,111,0.8222
00235401,Hamline University,2009,2008,,,,,202,0.7673,0.9162,0.9117,0.0045,,,,,,,
00235401,Hamline University,2010,2009,,,,,243,0.7366,0.8883,0.8958,-0.0075,,,,,,,
00235401,Hamline University,2011,2010,,,,,236,0.7034,0.9277,0.9229,0.0048,,,,,,,
00235401,Hamline University,2012,2011,,,,,224,0.7277,0.8773,0.9229,-0.0456,,,,,,,
00235401,Hamline University,2013,2012,,,,,212,0.7264,0.8376,0.9037,-0.0661,,,,,,,
00235401,Hamline University,2014,2013,,,,,172,0.8605,0.8378,0.9033,-0.0655,,,,,,,
00235401,Hamline University,2015,2014,,,,,188,0.75,0.7518,0.8369,-0.0851,,,,,,,
00239100,William Mitchell College of Law,2009,2008,,,,,310,0.9677,0.9033,0.9113,-0.008,,,,,,,
00239100,William Mitchell College of Law,2010,2009,,,,,293,0.9522,0.8566,0.8964,-0.0398,,,,,,,
00239100,William Mitchell College of Law,2011,2010,,,,,289,0.8754,0.913,0.9221,-0.0091,,,,,,,
00239100,William Mitchell College of Law,2012,2011,,,,,281,0.9359,0.9354,0.9254,0.01,,,,,,,
00239100,William Mitchell College of Law,2013,2012,,,,,272,0.9706,0.9015,0.9049,-0.0034,,,,,,,
00239100,William Mitchell College of Law,2014,2013,,,,,305,0.8754,0.8876,0.9035,-0.0159,,,,,,,
00239100,William Mitchell College of Law,2015,2014,,,,,268,0.9813,0.8099,0.8358,-0.0259,,,,,,,
00239101,Mitchell Hamline School of Law,2016,2015,,,,,207,0.9179,0.8,0.8107,-0.0107,,,,,,,
00239101,Mitchell Hamline School of Law,2017,2016,297,0,54,18,261,,0.7548,0.786,-0.0312,,,,,,,
00239101,Mitchell Hamline School of Law,2018,2017,239,0,36,29,232,,0.6724,0.8002,-0.1278,2015,230,0,21,209,185,0.8852
00241501,Mississippi College,2009,2008,,,,,150,0.7,0.9428,0.8819,0.0609,,,,,,,
00241501,Mississippi College,2010,2009,,,,,165,0.7212,0.7983,0.8534,-0.0551,,,,,,,
00241501,Mississippi College,2011,2010,,,,,163,0.8221,0.7164,0.8129,-0.0965,,,,,,,
00241501,Mississippi College,2012,2011,,,,,163,0.7853,0.789,0.8011,-0.0121,,,,,,,
00241501,Mississippi College,2013,2012,,,,,152,0.8224,0.824,0.7887,0.0353,,,,,,,
00241501,Mississippi College,2014,2013,,,,,187,0.7647,0.7762,0.8224,-0.0462,,,,,,,
00241501,Mississippi College,2015,2014,,,,,164,0.7622,0.72,0.8146,-0.0946,,,,,,,
00241501,Mississippi College,2016,2015,,,,,124,0.8226,0.8136,0.8146,-0.001,,,,,,,
00241501,Mississippi College,2017,2016,141,31,0,26,136,,0.603,0.7522,-0.1492,,,,,,,
00241501,Mississippi College,2018,2017,114,23,0,26,117,,0.5384,0.6819,-0.1435,2015,123,9,0,114,88,0.7719
00244000,University of Mississippi,2009,2008,,,,,135,0.8889,0.9,0.8814,0.0186,,,,,,,
00244000,University of Mississippi,2010,2009,,,,,160,0.8438,0.9111,0.8493,0.0618,,,,,,,
00244000,University of Mississippi,2011,2010,,,,,170,0.7412,0.8651,0.8053,0.0598,,,,,,,
00244000,University of Mississippi,2012,2011,,,,,155,0.7935,0.8374,0.8111,0.0263,,,,,,,
00244000,University of Mississippi,2013,2012,,,,,178,1.0449,0.7258,0.8018,-0.076,,,,,,,
00244000,University of Mississippi,2014,2013,,,,,169,0.7751,0.9082,0.8404,0.0678,,,,,,,
00244000,University of Mississippi,2015,2014,,,,,167,0.8922,0.8523,0.8623,-0.01,,,,,,,
00244000,University of Mississippi,2016,2015,,,,,128,0.8906,0.8597,0.8217,0.038,,,,,,,
00244000,University of Mississippi,2017,2016,120,20,17,38,121,,0.8017,0.7531,0.0486,,,,,,,
00244000,University of Mississippi,2018,2017,115,32,2,35,116,,0.7069,0.7165,-0.0096,2015,142,0,25,117,104,0.8889
00250609,Saint Louis University,2009,2008,,,,,255,0.7451,0.9421,0.9233,0.0188,,,,,,,
00250609,Saint Louis University,2010,2009,,,,,300,0.7633,0.952,0.9165,0.0355,,,,,,,
00250609,Saint Louis University,2011,2010,,,,,286,0.8427,0.917,0.9008,0.0162,,,,,,,
00250609,Saint Louis University,2012,2011,,,,,250,0.936,0.8847,0.9266,-0.0419,,,,,,,
00250609,Saint Louis University,2013,2012,,,,,256,0.7383,0.9259,0.9211,0.0048,,,,,,,
00250609,Saint Louis University,2014,2013,,,,,277,0.8953,0.9153,0.9013,0.014,,,,,,,
00250609,Saint Louis University,2015,2014,,,,,274,0.7336,0.8408,0.8759,-0.0351,,,,,,,
00250609,Saint Louis University,2016,2015,,,,,197,0.7716,0.8421,0.8734,-0.0313,,,,,,,
00250609,Saint Louis University,2017,2016,136,15,8,10,123,,0.8699,0.8205,0.0494,,,,,,,
00250609,Saint Louis University,2018,2017,152,0,24,1,129,,0.9302,0.855,0.0752,2015,199,8,1,190,175,0.9211
00251600,University of Missouri,2009,2008,,,,,140,0.8786,0.9187,0.9233,-0.0046,,,,,,,
00251600,University of Missouri,2010,2009,,,,,152,0.8355,0.9213,0.9181,0.0032,,,,,,,
00251600,University of Missouri,2011,2010,,,,,140,0.8714,0,0,0,,,,,,,
00251600,University of Missouri,2012,2011,,,,,141,0.8652,0.9754,0.9337,0.0417,,,,,,,
00251600,University of Missouri,2013,2012,,,,,140,0.9286,0.9615,0.9211,0.0404,,,,,,,
00251600,University of Missouri,2014,2013,,,,,120,0.875,0.9333,0.9044,0.0289,,,,,,,
00251600,University of Missouri,2015,2014,,,,,137,0.7883,0.9167,0.8759,0.0408,,,,,,,
00251600,University of Missouri,2016,2015,,,,,121,0.9421,0.8947,0.8734,0.0213,,,,,,,
00251600,University of Missouri,2017,2016,116,10,4,8,110,,0.8727,0.8258,0.0469,,,,,,,
00251600,University of Missouri,2018,2017,99,7,4,8,96,,0.8854,0.847,0.0384,2015,127,2,1,124,121,0.9758
00251800,University of Missouri-Kansas City,2009,2008,,,,,140,0.9,0.9762,0.9233,0.0529,,,,,,,
00251800,University of Missouri-Kansas City,2010,2009,,,,,152,0.875,0.9474,0.9181,0.0293,,,,,,,
00251800,University of Missouri-Kansas City,2011,2010,,,,,147,0.8844,0.8846,0.9024,-0.0178,,,,,,,
00251800,University of Missouri-Kansas City,2012,2011,,,,,161,0.8447,0.9706,0.9337,0.0369,,,,,,,
00251800,University of Missouri-Kansas City,2013,2012,,,,,151,0.8808,0.9549,0.9211,0.0338,,,,,,,
00251800,University of Missouri-Kansas City,2014,2013,,,,,149,0.9664,0.9167,0.9044,0.0123,,,,,,,
00251800,University of Missouri-Kansas City,2015,2014,,,,,140,0.8714,0.8934,0.8759,0.0175,,,,,,,
00251800,University of Missouri-Kansas City,2016,2015,,,,,142,0.8803,0.848,0.8734,-0.0254,,,,,,,
00251800,University of Missouri-Kansas City,2017,2016,171,27,0,12,156,,0.8141,0.8305,-0.0164,,,,,,,
00251800,University of Missouri-Kansas City,2018,2017,140,32,0,23,131,,0.8397,0.8518,-0.0121,2015,140,10,0,130,122,0.9385
00252000,Washington University,2009,2008,,,,,248,0.875,0.9121,0.8852,0.0269,,,,,,,
00252000,Washington University,2010,2009,,,,,278,0.8237,0.917,0.8851,0.0319,,,,,,,
00252000,Washington University,2011,2010,,,,,264,0.8182,0.8935,0.8572,0.0363,,,,,,,
00252000,Washington University,2012,2011,,,,,307,0.7003,0.8977,0.8607,0.037,,,,,,,
00252000,Washington University,2013,2012,,,,,294,0.7109,0.8899,0.8479,0.042,,,,,,,
00252000,Washington University,2014,2013,,,,,303,0.8317,0.8849,0.8554,0.0295,,,,,,,
00252000,Washington University,2015,2014,,,,,240,0.8125,0.8615,0.8128,0.0487,,,,,,,
00252000,Washington University,2016,2015,,,,,215,0.8791,0.8517,0.8011,0.0506,,,,,,,
00252000,Washington University,2017,2016,224,26,3,11,206,,0.8446,0.785,0.0596,,,,,,,
00252000,Washington University,2018,2017,252,22,0,12,242,,0.8719,0.7959,0.076,2015,231,12,0,219,209,0.9543
00253600,University of Montana,2009,2008,,,,,73,0.8082,0.8814,0.9247,-0.0433,,,,,,,
00253600,University of Montana,2010,2009,,,,,73,0.9178,0.9403,0.8864,0.0539,,,,,,,
00253600,University of Montana,2011,2010,,,,,76,0.9342,0.9156,0.929,-0.0134,,,,,,,
00253600,University of Montana,2012,2011,,,,,80,0.8625,0.8841,0.9121,-0.028,,,,,,,
00253600,University of Montana,2013,2012,,,,,86,0.8721,0.8667,0.9268,-0.0601,,,,,,,
00253600,University of Montana,2014,2013,,,,,81,0.8889,0.8612,0.8934,-0.0322,,,,,,,
00253600,University of Montana,2015,2014,,,,,77,0.8182,0.7143,0.6968,0.0175,,,,,,,
00253600,University of Montana,2016,2015,,,,,81,0.9506,0.6753,0.7037,-0.0284,,,,,,,
00253600,University of Montana,2017,2016,83,17,1,8,73,,0.7945,0.7956,-0.0011,,,,,,,
00253600,University of Montana,2018,2017,79,14,0,17,82,,0.8415,0.823,0.0185,2015,79,3,0,76,69,0.9079
00254200,Creighton University,2009,2008,,,,,143,1,0.8953,0.8749,0.0204,,,,,,,
00254200,Creighton University,2010,2009,,,,,139,1,0.9138,0.884,0.0298,,,,,,,
00254200,Creighton University,2011,2010,,,,,137,1,0.8613,0.8906,-0.0293,,,,,,,
00254200,Creighton University,2012,2011,,,,,146,1,0.8214,0.8722,-0.0508,,,,,,,
00254200,Creighton University,2013,2012,,,,,155,1,0.8392,0.8607,-0.0215,,,,,,,
00254200,Creighton University,2014,2013,,,,,119,0.8403,0.82,0.8365,-0.0165,,,,,,,
00254200,Creighton University,2015,2014,,,,,126,0.881,0.7206,0.7966,-0.076,,,,,,,
00254200,Creighton University,2016,2015,,,,,117,0.7692,0.7444,0.8346,-0.0902,,,,,,,
00254200,Creighton University,2017,2016,125,16,1,11,119,,0.6471,0.7913,-0.1442,,,,,,,
00254200,Creighton University,2018,2017,99,7,0,7,99,,0.7273,0.8071,-0.0798,2015,125,7,1,117,95,0.812
00256500,University of Nebraska,2009,2008,,,,,116,0.7241,0.9285,0.8864,0.0421,,,,,,,
00256500,University of Nebraska,2010,2009,,,,,122,0.8115,0.9091,0.8686,0.0405,,,,,,,
00256500,University of Nebraska,2011,2010,,,,,121,0.8017,0.969,0.8862,0.0828,,,,,,,
00256500,University of Nebraska,2012,2011,,,,,128,0.7891,0.8811,0.8421,0.039,,,,,,,
00256500,University of Nebraska,2013,2012,,,,,114,0.7193,0.9512,0.8635,0.0877,,,,,,,
00256500,University of Nebraska,2014,2013,,,,,116,0.819,0.8632,0.7694,0.0938,,,,,,,
00256500,University of Nebraska,2015,2014,,,,,106,0.783,0.9036,0.767,0.1366,,,,,,,
00256500,University of Nebraska,2016,2015,,,,,118,0.7542,0.8876,0.8232,0.0644,,,,,,,
00256500,University of Nebraska,2017,2016,119,20,1,5,103,,0.8932,0.8086,0.0846,,,,,,,
00256500,University of Nebraska,2018,2017,93,4,0,8,97,,0.8969,0.8062,0.0907,2015,128,7,0,121,108,0.8926
00256900,University of Nevada - Las Vegas,2009,2008,,,,,132,0.8182,0.8148,0.7694,0.0454,,,,,,,
00256900,University of Nevada - Las Vegas,2010,2009,,,,,151,0.9007,0.8015,0.73,0.0715,,,,,,,
00256900,University of Nevada - Las Vegas,2011,2010,,,,,146,0.8973,0.7176,0.7272,-0.0096,,,,,,,
00256900,University of Nevada - Las Vegas,2012,2011,,,,,122,0.8525,0.8269,0.7638,0.0631,,,,,,,
00256900,University of Nevada - Las Vegas,2013,2012,,,,,162,0.8642,0.7857,0.7393,0.0464,,,,,,,
00256900,University of Nevada - Las Vegas,2014,2013,,,,,124,0.9516,0.7542,0.7404,0.0138,,,,,,,
00256900,University of Nevada - Las Vegas,2015,2014,,,,,135,0.8815,0.6891,0.6791,0.01,,,,,,,
00256900,University of Nevada - Las Vegas,2016,2015,,,,,130,0.8923,0.7672,0.7154,0.0518,,,,,,,
00256900,University of Nevada - Las Vegas,2017,2016,107,27,0,33,113,,0.6194,0.6065,0.0129,,,,,,,
00256900,University of Nevada - Las Vegas,2018,2017,125,23,0,20,122,,0.7869,0.7219,0.065,2015,139,4,0,135,123,0.9111
00258903,University of New Hampshire,2009,2008,,,,,114,0.7105,0.9013,0.8909,0.0104,,,,,,,
00258903,University of New Hampshire,2010,2009,,,,,118,0.9576,0.7876,0.857,-0.0694,,,,,,,
00258903,University of New Hampshire,2011,2010,,,,,158,0.7025,0.8198,0.8575,-0.0377,,,,,,,
00258903,University of New Hampshire,2012,2011,,,,,141,0.7163,0.7425,0.8424,-0.0999,,,,,,,
00258903,University of New Hampshire,2013,2012,,,,,139,0.7482,0.7405,0.8412,-0.1007,,,,,,,
00258903,University of New Hampshire,2014,2013,,,,,105,1,0.8478,0.8209,0.0269,,,,,,,
00258903,University of New Hampshire,2015,2014,,,,,121,0.7355,0.8428,0.8363,0.0065,,,,,,,
00258903,University of New Hampshire,2016,2015,,,,,69,1,0.7392,0.7291,0.0101,,,,,,,
00258903,University of New Hampshire,2017,2016,71,5,0,6,72,,0.8333,0.7285,0.1048,,,,,,,
00258903,University of New Hampshire,2018,2017,62,6,0,4,60,,0.9333,0.7592,0.1741,2015,71,3,0,68,61,0.8971
00262900,Rutgers University,2015,2014,,,,,527,0.871,0.8017,0.759,0.0427,,,,,,,
00262900,Rutgers University,2016,2015,,,,,387,0.9354,0.7403,0.7127,0.0276,,,,,,,
00262900,Rutgers University,2017,2016,328,21,7,23,323,,0.7462,0.7544,-0.0082,,,,,,,
00262900,Rutgers University,2018,2017,388,23,18,15,362,,0.768,0.72,0.048,2015,401,0,13,388,351,0.9046
00262901,Rutgers University-Camden,2009,2008,,,,,277,0.8159,0.8451,0.8469,-0.0018,,,,,,,
00262901,Rutgers University-Camden,2010,2009,,,,,239,0.8787,0.8,0.8364,-0.0364,,,,,,,
00262901,Rutgers University-Camden,2011,2010,,,,,279,0.8853,0.8138,0.8234,-0.0096,,,,,,,
00262901,Rutgers University-Camden,2012,2011,,,,,240,0.925,0.8558,0.8421,0.0137,,,,,,,
00262901,Rutgers University-Camden,2013,2012,,,,,269,0.8996,0.872,0.7816,0.0904,,,,,,,
00262901,Rutgers University-Camden,2014,2013,,,,,271,0.8893,0.8382,0.7869,0.0513,,,,,,,
00262902,Rutgers University-Newark,2009,2008,,,,,0,,0.8685,0.8469,0.0216,,,,,,,
00262902,Rutgers University-Newark,2010,2009,,,,,235,0.9404,0.8145,0.8364,-0.0219,,,,,,,
00262902,Rutgers University-Newark,2011,2010,,,,,256,0.8516,0.8349,0.8234,0.0115,,,,,,,
00262902,Rutgers University-Newark,2012,2011,,,,,229,0.9694,0.8018,0.8416,-0.0398,,,,,,,
00262902,Rutgers University-Newark,2013,2012,,,,,237,0.9072,0.7628,0.7788,-0.016,,,,,,,
00262902,Rutgers University-Newark,2014,2013,,,,,260,0.9615,0.704,0.7869,-0.0829,,,,,,,
00263201,Seton Hall University,2009,2008,,,,,278,0.9712,0.9037,0.8469,0.0568,,,,,,,
00263201,Seton Hall University,2010,2009,,,,,305,0.8721,0.9023,0.8364,0.0659,,,,,,,
00263201,Seton Hall University,2011,2010,,,,,310,0.9387,0.9141,0.8234,0.0907,,,,,,,
00263201,Seton Hall University,2012,2011,,,,,282,0.922,0.8846,0.8416,0.043,,,,,,,
00263201,Seton Hall University,2013,2012,,,,,309,0.9159,0.841,0.7788,0.0622,,,,,,,
00263201,Seton Hall University,2014,2013,,,,,297,0.9091,0.8778,0.7869,0.0909,,,,,,,
00263201,Seton Hall University,2015,2014,,,,,269,0.9628,0.8301,0.758,0.0721,,,,,,,
00263201,Seton Hall University,2016,2015,,,,,190,0.9263,0.875,0.7127,0.1623,,,,,,,
00263201,Seton Hall University,2017,2016,161,8,1,8,160,,0.8312,0.7886,0.0426,,,,,,,
00263201,Seton Hall University,2018,2017,167,3,2,5,167,,0.8323,0.7239,0.1084,2015,194,2,5,187,178,0.9519
00266300,University of New Mexico,2009,2008,,,,,92,0.9565,0.9205,0.9159,0.0046,,,,,,,
00266300,University of New Mexico,2010,2009,,,,,103,0.932,0.9479,0.9058,0.0421,,,,,,,
00266300,University of New Mexico,2011,2010,,,,,88,0.875,0.8831,0.8835,-0.0004,,,,,,,
00266300,University of New Mexico,2012,2011,,,,,114,0.8947,0.8529,0.8693,-0.0164,,,,,,,
00266300,University of New Mexico,2013,2012,,,,,115,0.8609,0.9091,0.8917,0.0174,,,,,,,
00266300,University of New Mexico,2014,2013,,,,,114,0.9035,0.8544,0.9068,-0.0524,,,,,,,
00266300,University of New Mexico,2015,2014,,,,,110,0.8182,0.9111,0.8784,0.0327,,,,,,,
00266300,University of New Mexico,2016,2015,,,,,107,0.8411,0.8444,0.8178,0.0266,,,,,,,
00266300,University of New Mexico,2017,2016,114,22,1,21,112,,0.7143,0.7317,-0.0174,,,,,,,
00266300,University of New Mexico,2018,2017,110,31,0,20,99,,0.8889,0.849,0.0399,2015,109,2,1,106,97,0.9151
00267700,Brooklyn Law School,2009,2008,,,,,461,0.9544,0.8909,0.8898,0.0011,,,,,,,
00267700,Brooklyn Law School,2010,2009,,,,,481,0.9854,0.8797,0.8651,0.0146,,,,,,,
00267700,Brooklyn Law School,2011,2010,,,,,461,0.9436,0.892,0.8492,0.0428,,,,,,,
00267700,Brooklyn Law School,2012,2011,,,,,451,0.9601,0.8961,0.8503,0.0458,,,,,,,
00267700,Brooklyn Law School,2013,2012,,,,,450,0.9556,0.8488,0.8155,0.0333,,,,,,,
00267700,Brooklyn Law School,2014,2013,,,,,479,0.9395,0.9267,0.8476,0.0791,,,,,,,
00267700,Brooklyn Law School,2015,2014,,,,,360,0.9694,0.8481,0.786,0.0621,,,,,,,
00267700,Brooklyn Law School,2016,2015,,,,,341,0.9208,0.8057,0.7812,0.0245,,,,,,,
00267700,Brooklyn Law School,2017,2016,370,17,1,10,362,,0.8066,0.8031,0.0035,,,,,,,
00267700,Brooklyn Law School,2018,2017,368,18,1,9,358,,0.7737,0.8298,-0.0561,2015,336,3,0,333,316,0.9489
00270711,Columbia University,2009,2008,,,,,355,0.9296,0.9667,0.8898,0.0769,,,,,,,
00270711,Columbia University,2010,2009,,,,,435,0.7586,0.9606,0.8651,0.0955,,,,,,,
00270711,Columbia University,2011,2010,,,,,424,0.816,0.9769,0.8492,0.1277,,,,,,,
00270711,Columbia University,2012,2011,,,,,447,0.7718,0.9623,0.8503,0.112,,,,,,,
00270711,Columbia University,2013,2012,,,,,446,0.8117,0.953,0.8155,0.1375,,,,,,,
00270711,Columbia University,2014,2013,,,,,435,0.8,0.9626,0.8476,0.115,,,,,,,
00270711,Columbia University,2015,2014,,,,,471,0.7516,0.9237,0.786,0.1377,,,,,,,
00270711,Columbia University,2016,2015,,,,,394,0.8706,0.9271,0.7812,0.1459,,,,,,,
00270711,Columbia University,2017,2016,388,16,0,4,376,,0.9521,0.788,0.1641,,,,,,,
00270711,Columbia University,2018,2017,430,11,0,6,425,,0.9671,0.8166,0.1505,2015,417,9,0,408,375,0.9191
00271101,Cornell University,2009,2008,,,,,187,0.7059,0.9924,0.8898,0.1026,,,,,,,
00271101,Cornell University,2010,2009,,,,,187,0.7914,0.9054,0.8453,0.0601,,,,,,,
00271101,Cornell University,2011,2010,,,,,192,0.8021,0.9026,0.8359,0.0667,,,,,,,
00271101,Cornell University,2012,2011,,,,,193,0.6891,0.9173,0.8503,0.067,,,,,,,
00271101,Cornell University,2013,2012,,,,,191,0.7644,0.9246,0.8192,0.1054,,,,,,,
00271101,Cornell University,2014,2013,,,,,189,0.7513,0.9437,0.8476,0.0961,,,,,,,
00271101,Cornell University,2015,2014,,,,,185,0.773,0.9161,0.786,0.1301,,,,,,,
00271101,Cornell University,2016,2015,,,,,207,0.7246,0.9333,0.7619,0.1714,,,,,,,
00271101,Cornell University,2017,2016,183,4,0,1,180,,0.9222,0.7788,0.1434,,,,,,,
00271101,Cornell University,2018,2017,202,3,0,8,207,,0.9276,0.8078,0.1198,2015,183,5,0,178,171,0.9607
00272203,Fordham University,2009,2008,,,,,456,1,0.9408,0.8898,0.051,,,,,,,
00272203,Fordham University,2010,2009,,,,,433,1,0.8984,0.8651,0.0333,,,,,,,
00272203,Fordham University,2011,2010,,,,,464,0.9612,0.8812,0.8492,0.032,,,,,,,
00272203,Fordham University,2012,2011,,,,,418,0.9545,0.8947,0.8503,0.0444,,,,,,,
00272203,Fordham University,2013,2012,,,,,473,0.9577,0.894,0.8155,0.0785,,,,,,,
00272203,Fordham University,2014,2013,,,,,473,0.9641,0.9057,0.8476,0.0581,,,,,,,
00272203,Fordham University,2015,2014,,,,,435,0.9908,0.8585,0.786,0.0725,,,,,,,
00272203,Fordham University,2016,2015,,,,,397,0.9521,0.8466,0.7812,0.0654,,,,,,,
00272203,Fordham University,2017,2016,384,34,0,15,365,,0.874,0.8007,0.0733,,,,,,,
00272203,Fordham University,2018,2017,349,45,0,26,330,,0.9091,0.8307,0.0784,2015,410,0,38,372,352,0.9462
00273200,Hofstra University,2009,2008,,,,,350,0.8857,0.8645,0.8898,-0.0253,,,,,,,
00273200,Hofstra University,2010,2009,,,,,354,0.9633,0.7654,0.8651,-0.0997,,,,,,,
00273200,Hofstra University,2011,2010,,,,,355,0.8845,0,0,0,,,,,,,
00273200,Hofstra University,2012,2011,,,,,295,0.939,0.7942,0.8503,-0.0561,,,,,,,
00273200,Hofstra University,2013,2012,,,,,354,0.9322,0.8152,0.8155,-0.0003,,,,,,,
00273200,Hofstra University,2014,2013,,,,,307,0.9349,0.8258,0.8476,-0.0218,,,,,,,
00273200,Hofstra University,2015,2014,,,,,299,0.9398,0.7367,0.786,-0.0493,,,,,,,
00273200,Hofstra University,2016,2015,,,,,300,0.9467,0.6655,0.7812,-0.1157,,,,,,,
00273200,Hofstra University,2017,2016,198,12,0,10,196,,0.6275,0.8062,-0.1787,,,,,,,
00273200,Hofstra University,2018,2017,237,13,0,6,230,,0.6782,0.8328,-0.1546,2015,301,16,0,285,240,0.8421
00278300,New York Law School,2009,2008,,,,,436,0.9725,0.9127,0.8898,0.0229,,,,,,,
00278300,New York Law School,2010,2009,,,,,419,0.9618,0.8114,0.8651,-0.0537,,,,,,,
00278300,New York Law School,2011,2010,,,,,450,0.9622,0.8199,0.8492,-0.0293,,,,,,,
00278300,New York Law School,2012,2011,,,,,497,0.996,0.806,0.8502,-0.0442,,,,,,,
00278300,New York Law School,2013,2012,,,,,577,0.9688,0.7174,0.8136,-0.0962,,,,,,,
00278300,New York Law School,2014,2013,,,,,543,0.9337,0.8245,0.8476,-0.0231,,,,,,,
00278300,New York Law School,2015,2014,,,,,387,0.938,0.7273,0.786,-0.0587,,,,,,,
00278300,New York Law School,2016,2015,,,,,359,0.9387,0.5905,0.7812,-0.1907,,,,,,,
00278300,New York Law School,2017,2016,304,4,16,14,298,,0.6141,0.8059,-0.1918,,,,,,,
00278300,New York Law School,2018,2017,238,2,13,9,232,,0.5991,0.8274,-0.2283,2015,353,0,15,338,290,0.858
00278500,New York University,2009,2008,,,,,461,0.846,0.9718,0.8898,0.082,,,,,,,
00278500,New York University,2010,2009,,,,,479,0.8038,0.9688,0.8651,0.1037,,,,,,,
00278500,New York University,2011,2010,,,,,499,0.8196,0.9633,0.8492,0.1141,,,,,,,
00278500,New York University,2012,2011,,,,,454,0.7907,0.9554,0.8503,0.1051,,,,,,,
00278500,New York University,2013,2012,,,,,496,0.7399,0.9482,0.8155,0.1327,,,,,,,
